opcode,opcode_dec,handler,in_text,used_on_graph,use_count,scenes,known,jals,stores
0x5E,94,0x80014694,True,True,1688,"m0001i,m0002i,m0003i,m0004i,m0005i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0132i,m0133i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0159i,m0160i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0358i,m0359i,m0374i,m0377i,m0378i,m0380i,m0381i,m0428i,m0429i,m0430i,m0432i",sample_actor_to_locals,,
0x5F,95,0x80018300,True,True,3,"m0020i,m0033i,m0097i",,,
0x60,96,0x80018364,True,True,3,"m0020i,m0033i,m0097i",,,
0x61,97,0x800148E0,True,False,0,,,0x8003708C 0x8003708C 0x80079FB4 0x80077CF4 0x8003708C 0x80077DC4 0x8003708C,sh@0x800A003A sw@0x800A0068
0x62,98,0x800183E8,True,False,0,,,,
0x63,99,0x80018460,True,False,0,,,,
0x64,100,0x800184EC,True,True,229,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0380i,m0428i,m0429i,m0432i",,0x8002FAF8,
0x65,101,0x8001856C,True,True,1244,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0030i,m0031i,m0032i,m0033i,m0034i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0358i,m0359i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0428i,m0429i,m0430i,m0432i",zero_actor_velocity,,sw@0x800A0068 sw@0x800A006C sw@0x800A0070 sw@0x800A0078 sw@0x800A007C sw@0x800A0080
0x66,102,0x80018598,True,False,0,,,0x8003708C 0x8003708C 0x80077CF4 0x8003708C 0x80077DC4 0x8003708C,sw@0x800A0068 sw@0x800A0070
0x67,103,0x80018660,True,False,0,,,,sw@0x800A0000 sw@0x800A76CC sw@0x800A76C4 sw@0x800A0000 sw@0x800A0000
0x68,104,0x80018718,True,True,1,m0350i,,,sw@0x800A0000
0x69,105,0x80018754,True,False,0,,,,sw@0x800A0000
0x6A,106,0x80018774,True,True,324,"m0005i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0021i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0045i,m0049i,m0050i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0090i,m0100i,m0102i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0151i,m0152i,m0153i,m0154i,m0156i,m0159i,m0272i,m0273i,m0319i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0374i,m0380i,m0428i,m0429i,m0430i,m0432i",,0x8006F39C,
0x6B,107,0x800187C0,True,True,936,"m0005i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0021i,m0022i,m0027i,m0028i,m0030i,m0032i,m0034i,m0045i,m0049i,m0050i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0090i,m0100i,m0102i,m0104i,m0107i,m0113i,m0114i,m0115i,m0116i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0151i,m0152i,m0153i,m0154i,m0156i,m0159i,m0272i,m0273i,m0319i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0374i,m0380i,m0428i,m0429i,m0430i,m0432i",,0x8006F6D4,
0x6C,108,0x80018818,True,True,128,"m0022i,m0028i,m0032i,m0059i,m0061i,m0062i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0087i,m0089i,m0100i,m0107i,m0114i,m0116i,m0120i,m0121i,m0123i,m0145i,m0152i,m0153i,m0154i,m0273i,m0332i,m0350i,m0358i,m0428i,m0429i,m0432i",,0x8006F6D4,
0x6D,109,0x80018864,True,False,0,,,0x8006F820,
0x6E,110,0x80018894,True,False,0,,,0x8006F820,
0x6F,111,0x80018954,True,True,129,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,0x8002F7D8,
0x70,112,0x8001897C,True,True,107,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0141i,m0146i,m0149i,m0153i,m0154i,m0156i,m0159i,m0273i,m0328i,m0348i,m0350i,m0358i,m0380i,m0429i,m0430i,m0432i",,0x8002FA10,
0x71,113,0x80018A9C,True,True,152,"m0006i,m0041i,m0043i,m0046i,m0047i,m0048i,m0052i,m0063i,m0072i,m0076i,m0077i,m0097i,m0100i,m0103i,m0104i,m0108i,m0113i,m0114i,m0117i,m0124i,m0138i,m0139i,m0145i,m0149i,m0154i,m0158i,m0160i,m0239i,m0325i,m0326i,m0329i,m0353i,m0354i,m0355i,m0361i,m0363i,m0366i",,0x800671C8,
0x72,114,0x80018B00,True,True,846,"m0150i,m0160i,m0239i,m0323i,m0353i,m0354i,m0355i,m0361i,m0362i,m0363i,m0366i",,0x80067678,
0x73,115,0x80018B30,True,False,0,,,0x800679C4,
0x74,116,0x80018B68,True,True,511,"m0016i,m0017i,m0018i,m0021i,m0022i,m0032i,m0041i,m0042i,m0043i,m0045i,m0046i,m0047i,m0055i,m0056i,m0060i,m0062i,m0064i,m0067i,m0088i,m0089i,m0094i,m0099i,m0102i,m0103i,m0104i,m0106i,m0113i,m0114i,m0118i,m0120i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0136i,m0137i,m0138i,m0139i,m0140i,m0142i,m0144i,m0145i,m0148i,m0149i,m0150i,m0151i,m0152i,m0154i,m0155i,m0156i,m0158i,m0159i,m0275i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0329i,m0331i,m0332i,m0339i,m0380i,m0381i",,0x8006590C,
0x75,117,0x80018B98,True,True,687,"m0003i,m0006i,m0012i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0045i,m0046i,m0047i,m0051i,m0055i,m0056i,m0060i,m0062i,m0064i,m0067i,m0088i,m0089i,m0091i,m0092i,m0093i,m0094i,m0096i,m0097i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0112i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0136i,m0137i,m0138i,m0139i,m0140i,m0142i,m0144i,m0145i,m0148i,m0149i,m0150i,m0151i,m0152i,m0154i,m0155i,m0156i,m0158i,m0159i,m0239i,m0271i,m0272i,m0275i,m0276i,m0284i,m0285i,m0287i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0329i,m0331i,m0332i,m0334i,m0339i,m0348i,m0378i,m0380i,m0381i",camera_select,0x80065954,
0x76,118,0x80014BA0,True,True,112,"m0006i,m0023i,m0025i,m0026i,m0031i,m0041i,m0042i,m0043i,m0044i,m0047i,m0051i,m0052i,m0055i,m0070i,m0103i,m0114i,m0117i,m0121i,m0123i,m0125i,m0127i,m0138i,m0139i,m0141i,m0144i,m0146i,m0157i,m0159i,m0239i,m0276i,m0288i,m0320i,m0325i,m0326i,m0328i,m0339i,m0374i,m0426i,m0427i,m0432i",,,sh@0x800A003A sh@0x800A003A
0x77,119,0x80014DA0,True,True,816,"m0001i,m0002i,m0003i,m0004i,m0005i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0132i,m0133i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0159i,m0160i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0358i,m0359i,m0374i,m0377i,m0378i,m0380i,m0381i,m0428i,m0429i,m0430i,m0432i",volume_quad,0x8001CAB0,
0x78,120,0x80018BC8,True,True,332,"m0001i,m0002i,m0003i,m0012i,m0013i,m0014i,m0016i,m0022i,m0027i,m0028i,m0030i,m0032i,m0041i,m0042i,m0043i,m0047i,m0052i,m0055i,m0058i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0093i,m0094i,m0096i,m0097i,m0098i,m0100i,m0103i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0125i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0273i,m0275i,m0276i,m0324i,m0326i,m0327i,m0328i,m0331i,m0332i,m0334i,m0348i,m0358i,m0374i,m0380i,m0428i,m0429i,m0432i",,,sw@0x800A0098
0x79,121,0x80018BEC,True,True,465,"m0001i,m0002i,m0003i,m0004i,m0005i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0052i,m0055i,m0058i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0100i,m0102i,m0103i,m0104i,m0107i,m0108i,m0111i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0125i,m0126i,m0127i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0151i,m0152i,m0153i,m0154i,m0156i,m0158i,m0159i,m0160i,m0239i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0319i,m0323i,m0324i,m0326i,m0327i,m0328i,m0329i,m0331i,m0332i,m0348i,m0350i,m0358i,m0359i,m0367i,m0373i,m0374i,m0380i,m0425i,m0426i,m0427i,m0429i,m0430i,m0432i",actor_flag_or_0x20,,sw@0x800A0098
0x7A,122,0x80018C10,True,False,0,,,0x8006599C,
0x7B,123,0x80018C58,True,True,683,"m0003i,m0006i,m0012i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0045i,m0046i,m0047i,m0051i,m0052i,m0055i,m0056i,m0060i,m0062i,m0064i,m0067i,m0088i,m0089i,m0091i,m0092i,m0094i,m0096i,m0097i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0112i,m0113i,m0114i,m0116i,m0118i,m0120i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0136i,m0137i,m0138i,m0139i,m0140i,m0142i,m0144i,m0145i,m0148i,m0149i,m0150i,m0151i,m0152i,m0154i,m0155i,m0156i,m0158i,m0159i,m0239i,m0275i,m0276i,m0284i,m0285i,m0287i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0329i,m0331i,m0332i,m0334i,m0339i,m0348i,m0378i,m0380i,m0381i",camera_param,0x800659C8,
0x7C,124,0x80018C88,True,False,0,,,0x800659F8,
0x7D,125,0x80018CB8,True,False,0,,,0x80065A60,
0x7E,126,0x80018CF0,True,True,65,"m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0033i,m0034i,m0035i,m0036i,m0039i,m0089i,m0091i,m0116i,m0239i,m0271i,m0272i,m0334i,m0348i",,0x80065A9C,
0x7F,127,0x80018D20,True,True,2,m0239i,,0x80065A9C,
0x80,128,0x80018D50,True,True,224,"m0004i,m0016i,m0028i,m0031i,m0032i,m0041i,m0042i,m0043i,m0046i,m0048i,m0051i,m0052i,m0055i,m0056i,m0058i,m0061i,m0062i,m0064i,m0068i,m0070i,m0086i,m0089i,m0092i,m0093i,m0094i,m0097i,m0098i,m0099i,m0100i,m0107i,m0108i,m0111i,m0112i,m0113i,m0115i,m0116i,m0121i,m0122i,m0124i,m0126i,m0127i,m0128i,m0129i,m0132i,m0133i,m0136i,m0139i,m0141i,m0142i,m0145i,m0150i,m0152i,m0154i,m0155i,m0156i,m0276i,m0283i,m0320i,m0321i,m0323i,m0326i,m0328i,m0329i,m0332i,m0339i,m0358i,m0377i,m0381i",camera_table_or,,
0x81,129,0x80018DD4,True,True,70,"m0016i,m0032i,m0055i,m0062i,m0064i,m0070i,m0113i,m0126i,m0127i,m0128i,m0129i,m0132i,m0133i,m0136i,m0142i,m0145i,m0150i,m0152i,m0154i,m0155i,m0320i,m0321i,m0323i,m0329i,m0332i,m0339i,m0374i",,,
0x82,130,0x80018E58,True,True,215,"m0004i,m0005i,m0012i,m0014i,m0018i,m0023i,m0033i,m0034i,m0043i,m0044i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0058i,m0069i,m0070i,m0074i,m0093i,m0100i,m0103i,m0107i,m0108i,m0118i,m0144i,m0239i,m0271i,m0273i,m0276i,m0283i,m0288i,m0319i,m0348i,m0349i,m0350i,m0351i,m0352i,m0372i,m0381i,m0425i,m0426i,m0427i,m0429i,m0430i,m0432i,m0438i",cut_record_select,0x80066800,
0x83,131,0x800133E8,True,False,0,,,,
0x84,132,0x80018E84,True,True,171,"m0001i,m0002i,m0003i,m0004i,m0005i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0046i,m0048i,m0049i,m0050i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0272i,m0273i,m0275i,m0278i,m0286i,m0287i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0358i,m0359i,m0367i,m0372i,m0374i,m0377i,m0378i,m0380i,m0381i,m0428i,m0429i,m0430i,m0432i",camera_heading,,sh@0x800BD020 sh@0x800BD022
0x85,133,0x80018EB4,True,True,789,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0351i,m0352i,m0353i,m0354i,m0355i,m0358i,m0359i,m0361i,m0362i,m0363i,m0366i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i,m0438i",camera_mode2_fade,0x80066B60,
0x86,134,0x80018EE0,True,True,495,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0351i,m0352i,m0353i,m0354i,m0355i,m0358i,m0359i,m0361i,m0362i,m0363i,m0366i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i,m0438i",camera_mode6,0x80066C7C,
0x87,135,0x80018F0C,True,True,79,"m0005i,m0023i,m0033i,m0034i,m0047i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0123i,m0125i,m0126i,m0136i,m0147i,m0239i,m0283i,m0284i,m0285i,m0286i,m0287i,m0319i,m0354i,m0355i,m0361i,m0363i,m0366i,m0367i,m0428i",,0x80066BD8,
