opcode,opcode_dec,handler,in_text,used_on_graph,use_count,scenes,known,jals,stores
0x14,20,0x80017588,True,True,1326,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0353i,m0354i,m0355i,m0358i,m0359i,m0361i,m0362i,m0363i,m0366i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",set_task_pointer,,sw@0x800A01A0 sw@0x800A019C sw@0x800A0004 sw@0x800A01A0 sw@0x800A019C
0x15,21,0x800188C4,True,True,6,m0350i,,0x8001CAB0,
0x16,22,0x80017540,True,False,0,,,,
0x17,23,0x80017444,True,False,0,,,0x800370A8 0x800370A8 0x8003708C 0x800370A8,sw@0x800A0098 sw@0x800A0068 sw@0x800A0070 sw@0x800A006C sw@0x800A006C
0x18,24,0x8001787C,True,True,953,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0073i,m0075i,m0076i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0125i,m0126i,m0127i,m0129i,m0131i,m0137i,m0139i,m0140i,m0141i,m0142i,m0144i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0324i,m0326i,m0327i,m0328i,m0331i,m0332i,m0339i,m0348i,m0349i,m0358i,m0380i,m0429i,m0432i",,,
0x19,25,0x800176E0,True,True,340,"m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0076i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0125i,m0126i,m0127i,m0129i,m0131i,m0137i,m0139i,m0140i,m0141i,m0142i,m0144i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0324i,m0326i,m0327i,m0328i,m0332i,m0339i,m0348i,m0349i,m0358i,m0380i,m0429i,m0430i,m0432i",,,
0x1A,26,0x800176FC,True,True,1254,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0031i,m0032i,m0034i,m0045i,m0048i,m0055i,m0059i,m0060i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0074i,m0075i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0095i,m0097i,m0100i,m0102i,m0104i,m0106i,m0107i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0125i,m0126i,m0128i,m0129i,m0131i,m0132i,m0134i,m0137i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0152i,m0153i,m0154i,m0155i,m0156i,m0159i,m0273i,m0283i,m0320i,m0321i,m0323i,m0324i,m0326i,m0327i,m0328i,m0329i,m0330i,m0332i,m0334i,m0348i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,0x80070D6C 0x80070DD0,
0x1B,27,0x80018F74,True,True,255,"m0001i,m0002i,m0012i,m0014i,m0016i,m0020i,m0021i,m0022i,m0025i,m0026i,m0027i,m0028i,m0030i,m0031i,m0032i,m0034i,m0041i,m0048i,m0049i,m0050i,m0052i,m0059i,m0060i,m0061i,m0062i,m0066i,m0067i,m0069i,m0078i,m0080i,m0082i,m0086i,m0087i,m0088i,m0089i,m0091i,m0092i,m0093i,m0095i,m0097i,m0098i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0118i,m0122i,m0126i,m0129i,m0137i,m0138i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0155i,m0158i,m0239i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0320i,m0324i,m0325i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0359i,m0372i,m0373i,m0377i,m0426i,m0428i,m0430i,m0432i",actor_speed_or_costume,,sh@0x800A0026 sh@0x800BCFFE
0x1C,28,0x80017764,True,True,3850,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0353i,m0354i,m0355i,m0358i,m0359i,m0361i,m0362i,m0363i,m0366i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",mailbox_send,0x800653B8,
0x1D,29,0x80017E20,True,True,1569,"m0005i,m0012i,m0014i,m0016i,m0027i,m0028i,m0030i,m0032i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0349i,m0350i,m0358i,m0380i,m0429i,m0430i,m0432i",,,
0x1E,30,0x80019658,True,True,536,"m0001i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0028i,m0030i,m0031i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0058i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0129i,m0130i,m0133i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0321i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0331i,m0332i,m0334i,m0339i,m0349i,m0350i,m0358i,m0359i,m0367i,m0372i,m0373i,m0374i,m0378i,m0380i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",actor_flag_or_0x80,,sw@0x800A0098
0x1F,31,0x800177AC,True,True,826,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0353i,m0354i,m0355i,m0358i,m0359i,m0361i,m0362i,m0363i,m0366i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",mailbox_poll,,
0x20,32,0x800172FC,True,True,5760,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0351i,m0352i,m0353i,m0354i,m0355i,m0358i,m0359i,m0361i,m0362i,m0363i,m0366i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i,m0438i",park_yield,,
0x21,33,0,False,False,0,,,,
0x22,34,0x800177C8,True,True,1641,"m0001i,m0002i,m0003i,m0004i,m0005i,m0009i,m0011i,m0012i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0028i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0051i,m0052i,m0055i,m0056i,m0058i,m0059i,m0060i,m0061i,m0062i,m0064i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0074i,m0075i,m0077i,m0078i,m0079i,m0080i,m0084i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0131i,m0132i,m0134i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0152i,m0153i,m0154i,m0155i,m0158i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0283i,m0288i,m0319i,m0320i,m0321i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0350i,m0351i,m0352i,m0358i,m0359i,m0367i,m0372i,m0374i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",message_wait,0x80037548,
0x23,35,0x80017820,True,True,145,"m0006i,m0025i,m0043i,m0044i,m0047i,m0048i,m0051i,m0052i,m0055i,m0103i,m0108i,m0121i,m0239i,m0276i,m0373i,m0426i,m0427i",message_clear,0x8003746C,
0x24,36,0x8001784C,True,True,287,"m0001i,m0002i,m0003i,m0005i,m0009i,m0012i,m0013i,m0014i,m0016i,m0017i,m0020i,m0021i,m0022i,m0027i,m0028i,m0030i,m0031i,m0041i,m0042i,m0043i,m0045i,m0047i,m0048i,m0052i,m0055i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0074i,m0075i,m0077i,m0078i,m0079i,m0080i,m0082i,m0083i,m0084i,m0085i,m0087i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0125i,m0126i,m0129i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0152i,m0153i,m0154i,m0156i,m0159i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0331i,m0332i,m0334i,m0358i,m0359i,m0374i,m0380i,m0429i",facing_poll,,
0x25,37,0x80017968,True,True,4,m0064i,,,
0x26,38,0x80017928,True,True,552,"m0012i,m0013i,m0014i,m0016i,m0027i,m0028i,m0030i,m0032i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0324i,m0326i,m0327i,m0328i,m0332i,m0349i,m0358i,m0380i,m0429i,m0430i",,,
0x27,39,0x80017948,True,False,0,,,,sb@0x800A000D
0x28,40,0x800179F8,True,True,2858,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,,
0x29,41,0x80017A24,True,True,719,"m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0324i,m0326i,m0327i,m0328i,m0332i,m0358i,m0380i,m0429i,m0432i",,,
0x2A,42,0x80017A50,True,True,1901,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,,
0x2B,43,0x80017A78,True,True,1,m0239i,,,sw@0x8009D2E8
0x2C,44,0x80017AA4,True,False,0,,,,
0x2D,45,0x80017AC0,True,True,76,"m0002i,m0003i,m0006i,m0025i,m0036i,m0039i,m0041i,m0042i,m0043i,m0045i,m0046i,m0047i,m0048i,m0051i,m0052i,m0055i,m0056i,m0064i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0144i,m0160i,m0239i,m0259i,m0271i,m0272i,m0275i,m0276i,m0280i,m0283i,m0288i,m0373i,m0425i,m0426i,m0427i",,,sw@0x8009D2E8
0x2E,46,0x80017AE8,True,True,6642,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0358i,m0359i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",bind_clip,0x8001A680,sw@0x800A0098
0x2F,47,0x80017B34,True,True,2623,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0028i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0058i,m0059i,m0060i,m0061i,m0062i,m0064i,m0066i,m0067i,m0069i,m0070i,m0071i,m0072i,m0074i,m0075i,m0077i,m0078i,m0079i,m0080i,m0084i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0152i,m0153i,m0154i,m0155i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0350i,m0358i,m0359i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",clip_target,,sh@0x800A0012 sw@0x800A0098
0x30,48,0x80017B74,True,True,2320,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0023i,m0025i,m0026i,m0028i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0058i,m0059i,m0060i,m0061i,m0062i,m0064i,m0066i,m0067i,m0069i,m0070i,m0071i,m0072i,m0074i,m0075i,m0077i,m0078i,m0079i,m0080i,m0084i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0152i,m0153i,m0154i,m0155i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0350i,m0358i,m0359i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",wait_clip,,
