wall,tick,cycles,pc,mode,d4d4,scratch0,dest,d278,hp,d2e8,gp90,pad_phase,identity
17:35:58,78,6696539351,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:35:59,78,6730403242,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:00,78,6764267121,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:01,78,6799259787,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:02,78,6831994872,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:03,78,6865858753,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:04,78,6900287038,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:05,78,6935279707,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:06,78,6967450400,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:07,78,6999621078,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:08,78,7034049361,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:09,78,7068477637,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:10,78,7102341576,0x80088344,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:11,78,7135076601,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:12,78,7169504881,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:13,78,7203368763,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:14,78,7238361443,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:15,78,7272225321,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:16,78,7304960399,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:17,78,7338824280,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:18,78,7370994963,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:19,78,7405423249,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:20,78,7440415921,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:21,78,7475408595,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:22,78,7510401270,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:23,78,7544265161,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:24,78,7577564646,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:25,78,7611992911,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:26,78,7644728008,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:27,78,7679156282,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:28,78,7713020151,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:29,78,7748012834,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:30,78,7782441114,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:31,78,7817433784,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:32,78,7851862073,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:33,78,7886290338,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:34,78,7920718615,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:35,78,7954582510,0x00001be0,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:36,78,7988446372,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:37,78,8022310265,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:38,78,8053916549,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:39,78,8086651626,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:40,78,8120515512,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:41,78,8154379395,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:42,78,8188807671,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:43,78,8223235957,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000008,0x801a1e98,PLAY,1
17:36:44,78,8255971029,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000008,0x801a1e98,PLAY,1
17:36:45,78,8290399318,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000008,0x801a1e98,PLAY,1
17:36:46,78,8323698800,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000008,0x801a1e98,PLAY,1
17:36:47,78,8356433884,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000008,0x801a1e98,PLAY,1
17:36:48,78,8389733356,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000008,0x801a1e98,PLAY,1
17:36:49,78,8423597240,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:50,78,8455767922,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:51,78,8489631800,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:52,78,8523495690,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:53,78,8558488369,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:54,78,8592352232,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:55,78,8627344925,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:56,78,8661773199,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:57,78,8696201474,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:58,78,8728372160,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:36:59,78,8763364834,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:00,78,8797793107,0x80088974,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:01,78,8832221388,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:02,78,8866649662,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:03,78,8900513548,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:04,78,8935506221,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:05,78,8970498901,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:06,78,9006055974,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:07,78,9040484256,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:08,78,9074912529,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:09,78,9109905216,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:10,78,9143769078,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:11,78,9178197368,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:12,78,9213190034,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:13,78,9247618310,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:14,78,9281482190,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:15,78,9315346073,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:16,78,9350338747,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:17,78,9383638230,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:18,78,9419195302,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:19,78,9451930387,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:20,78,9471119928,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:21,78,9506112603,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:22,78,9541105271,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:23,78,9575533564,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:24,78,9610526238,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:25,78,9644954504,0x8008e048,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:26,78,9679947195,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:27,78,9714939869,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:28,78,9749932539,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:29,78,9785489612,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:30,78,9819353494,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:31,78,9854346169,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:32,78,9888774444,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:33,78,9924331527,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:34,78,9958759793,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:35,78,9993752478,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:36,78,10028745145,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:37,78,10063737822,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:38,78,10097037303,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:39,78,10130336787,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:40,78,10165893859,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:41,78,10199757738,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:42,78,10234186019,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:43,78,10268614292,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:44,78,10302478180,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:45,78,10336342053,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:46,78,10370205945,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:47,78,10404634215,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:48,78,10439626894,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:49,78,10474055176,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:50,78,10508483445,0x80089078,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:51,78,10542347331,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:52,78,10576775607,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:53,78,10611768281,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:54,78,10642810179,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:55,78,10677802858,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:56,78,10712231133,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:57,78,10746095007,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:58,78,10780523290,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:37:59,78,10815515956,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:00,78,10849944245,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:01,78,10883808130,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:02,78,10918800800,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:03,78,10953793476,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:04,78,10988221745,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:05,78,11023778818,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:06,78,11058207112,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:07,78,11092635374,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:08,78,11126499264,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:09,78,11160927546,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:10,78,11195355818,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:11,78,11230348490,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:12,78,11265341170,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:13,78,11299205043,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:14,78,11334197723,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:15,78,11368061596,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:16,78,11400796688,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:17,78,11433531767,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:18,78,11465702455,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:19,78,11497873138,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:20,78,11532865817,0x80073c2c,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:21,78,11566729692,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:22,78,11601722369,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:23,78,11634457459,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:24,78,11668321335,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:25,78,11702749613,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:26,78,11737177895,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:27,78,11772734965,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
17:38:28,78,11807727643,0x80073be4,0x00000000,0x00,0x00000000,0xa8002048,0x00000000,-1,0x00000000,0x801a1e98,PLAY,1
